bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate
0,0.3,0.225,0,71,71,71,,,,,,,,,,,,,,,None,None,None,None,None,1067.613764,None,1067.613764,None,1067.613764,None,1067.613764,None,r,0.3636918,1067.613764,None,1067.613764,None,1068.017657,None,1068.017657,None,1068.017657,None,1068.017657,None,1068.017657,None,1068.017657,None,1068.309921,1069.928026,1068.309921,1069.928026,1069.960109,None,1069.960109,None,1069.960109,None,1069.960109,None,1069.960109,None,1069.960109,None,1069.960109,None,1069.960109,None,1069.960109,None,84,66,34,34,84,49,1072.475711,None,5,1.4063634,1072.475711,None,1072.475711,None,1072.475711,None,1072.475711,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1073.96007,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,72,72,72,,,,,,,,,,,,,,,None,None,None,None,None,1075.518688,None,1075.518688,None,1075.518688,None,1075.518688,None,i,1.2498328,1075.518688,None,1075.518688,None,1076.820496,None,1076.820496,None,1076.820496,None,1076.820496,None,1076.820496,None,1076.820496,None,1077.116118,None,1077.116118,None,1078.849261,None,1078.849261,None,1078.849261,None,1078.849261,None,1078.849261,None,1078.849261,None,1078.849261,None,1078.849261,None,1078.849261,None,84,49,30,16,30,46,1081.372382,None,5,1.5006533,1081.372382,None,1081.372382,None,1081.372382,None,1081.372382,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1082.925599,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,73,73,73,,,,,,,,,,,,,,,None,None,None,None,None,1084.6421,None,1084.6421,None,1084.6421,None,1084.6421,None,r,0.3364595,1084.6421,None,1084.6421,None,1085.026712,None,1085.026712,None,1085.026712,None,1085.026712,None,1085.026712,None,1085.026712,None,1085.321822,None,1085.321822,None,1086.47015,None,1086.47015,None,1086.47015,None,1086.47015,None,1086.47015,None,1086.47015,None,1086.47015,None,1086.47015,None,1086.47015,None,82,47,28,30,82,45,None,None,None,None,None,None,None,None,None,None,None,None,40,1089.001465,None,40,1089.001465,None,1089.001465,None,1089.001465,None,1089.001465,None,1089.001465,None,1089.001465,None,1089.001465,None,0.091145833,-0.283854167,1,0,0,5.5530684,tijiao,0.01553681,None,1089.001465,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.833333333,1.5538781,1094.599481,None,1094.599481,None,1094.599481,None,1094.599481,None,None,None,1096.179263,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,74,74,74,,,,,,,,,,,,,,,None,None,None,None,None,1098.068459,None,1098.068459,None,1098.068459,None,1098.068459,None,i,0.3401523,1098.068459,None,1098.068459,None,1098.459538,None,1098.459538,None,1098.459538,None,1098.459538,None,1098.459538,None,1098.459538,None,1098.747825,None,1098.747825,None,1100.196606,None,1100.196606,None,1100.196606,None,1100.196606,None,1100.196606,None,1100.196606,None,1100.196606,None,1100.196606,None,1100.196606,None,80,49,31,31,31,46,1102.717699,None,5,1.7374701,1102.717699,None,1102.717699,None,1102.717699,None,1102.717699,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1104.50905,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,75,75,75,,,,,,,,,,,,,,,1106.069744,None,q,1106.069744,None,1220.029814,None,1220.029814,None,1220.029814,None,1220.029814,None,r,0.9547112,1220.029814,None,1220.029814,None,1221.022133,None,1221.022133,None,1221.022133,None,1221.022133,None,1221.022133,None,1221.022133,None,1221.316446,None,1221.316446,None,1222.949353,None,1222.949353,None,1222.949353,None,1222.949353,None,1222.949353,None,1222.949353,None,1222.949353,None,1222.949353,None,1222.949353,None,85,47,27,29,85,39,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,1225.495439,None,1225.495439,None,1225.495439,None,1225.495439,None,1225.495439,None,1225.495439,None,80,1225.495439,None,1225.495439,None,0.01503828,None,1225.495439,None,8.2265625,1.3802912,1229.097402,None,1229.097402,None,1229.097402,None,1229.097402,None,None,None,1230.488891,None,0.122395833,-0.317708333,1,0,0,3.5688298,tijiao_random_2,113.9267776,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,76,76,76,,,,,,,,,,,,,,,None,None,None,None,None,1232.47791,None,1232.47791,None,1232.47791,None,1232.47791,None,r,0.4767582,1232.47791,None,1232.47791,None,1232.99856,None,1232.99856,None,1232.99856,None,1232.99856,None,1232.99856,None,1232.99856,None,1233.291524,1234.141845,1233.291524,1234.141845,1234.172089,None,1234.172089,None,1234.172089,None,1234.172089,None,1234.172089,None,1234.172089,None,1234.172089,None,1234.172089,None,1234.172089,None,78,45,29,25,78,53,1236.695805,None,5,1.200366,1236.695805,None,1236.695805,None,1236.695805,None,1236.695805,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1237.948729,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,77,77,77,,,,,,,,,,,,,,,None,None,None,None,None,1239.633681,None,1239.633681,None,1239.633681,None,1239.633681,None,r,0.7010103,1239.633681,None,1239.633681,None,1240.383538,None,1240.383538,None,1240.383538,None,1240.383538,None,1240.383538,None,1240.383538,None,1240.679775,1241.914242,1240.679775,1241.914242,1241.948208,None,1241.948208,None,1241.948208,None,1241.948208,None,1241.948208,None,1241.948208,None,1241.948208,None,1241.948208,None,1241.948208,None,83,39,41,26,83,36,1244.468948,None,5,1.3506097,1244.468948,None,1244.468948,None,1244.468948,None,1244.468948,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1245.879501,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,78,78,78,,,,,,,,,,,,,,,None,None,None,None,None,1247.471289,None,1247.471289,None,1247.471289,None,1247.471289,None,r,0.8734578,1247.471289,None,1247.471289,None,1248.392195,None,1248.392195,None,1248.392195,None,1248.392195,None,1248.392195,None,1248.392195,None,1248.685259,1250.436586,1248.685259,1250.436586,1250.472638,None,1250.472638,None,1250.472638,None,1250.472638,None,1250.472638,None,1250.472638,None,1250.472638,None,1250.472638,None,1250.472638,None,90,44,41,33,90,40,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,1253.015539,None,1253.015539,None,1253.015539,None,1253.015539,None,1253.015539,None,1253.015539,None,20,1253.015539,None,1253.015539,None,0.01401868,None,1253.015539,None,6.950520833,1.2416714,1256.686739,None,1256.686739,None,1256.686739,None,1256.686739,None,None,None,1257.941353,None,0.083333333,-0.298177083,1,0,0,3.6345075,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,79,79,79,,,,,,,,,,,,,,,None,None,None,None,None,1259.73065,None,1259.73065,None,1259.73065,None,1259.73065,None,r,0.5540841,1259.73065,None,1259.73065,None,1260.33388,None,1260.33388,None,1260.33388,None,1260.33388,None,1260.33388,None,1260.33388,None,1260.62693,None,1260.62693,None,1262.374628,None,1262.374628,None,1262.374628,None,1262.374628,None,1262.374628,None,1262.374628,None,1262.374628,None,1262.374628,None,1262.374628,None,94,55,51,33,94,59,1264.893431,None,5,1.8709751,1264.893431,None,1264.893431,None,1264.893431,None,1264.893431,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1266.820022,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,80,80,80,,,,,,,,,,,,,,,None,None,None,None,None,1268.736632,None,1268.736632,None,1268.736632,None,1268.736632,None,r,0.8082897,1268.736632,None,1268.736632,None,1269.589985,None,1269.589985,None,1269.589985,None,1269.589985,None,1269.589985,None,1269.589985,None,1269.883389,None,1269.883389,None,1271.014757,None,1271.014757,None,1271.014757,None,1271.014757,None,1271.014757,None,1271.014757,None,1271.014757,None,1271.014757,None,1271.014757,None,92,56,44,37,92,61,1273.534383,None,6,1.4361578,1273.534383,None,1273.534383,None,1273.534383,None,1273.534383,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1275.024979,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,81,81,81,,,,,,,,,,,,,,,None,None,None,None,None,1276.592156,None,1276.592156,None,1276.592156,None,1276.592156,None,r,0.5828041,1276.592156,None,1276.592156,None,1277.228421,None,1277.228421,None,1277.228421,None,1277.228421,None,1277.228421,None,1277.228421,None,1277.522044,None,1277.522044,None,1278.702467,None,1278.702467,None,1278.702467,None,1278.702467,None,1278.702467,None,1278.702467,None,1278.702467,None,1278.702467,None,1278.702467,None,96,53,36,39,96,57,1281.221038,None,6,0.9059648,1281.221038,None,1281.221038,None,1281.221038,None,1281.221038,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1282.178517,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,82,82,82,,,,,,,,,,,,,,,None,None,None,None,None,1283.863534,None,1283.863534,None,1283.863534,None,1283.863534,None,r,0.652402,1283.863534,None,1283.863534,None,1284.5639,None,1284.5639,None,1284.5639,None,1284.5639,None,1284.5639,None,1284.5639,None,1284.8604,1286.244764,1284.8604,1286.244764,1286.278527,None,1286.278527,None,1286.278527,None,1286.278527,None,1286.278527,None,1286.278527,None,1286.278527,None,1286.278527,None,1286.278527,None,97,51,41,40,97,67,1288.794671,None,7,0.8891377,1288.794671,None,1288.794671,None,1288.794671,None,1288.794671,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1289.739389,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,83,83,83,,,,,,,,,,,,,,,None,None,None,None,None,1291.55247,None,1291.55247,None,1291.55247,None,1291.55247,None,r,0.5736951,1291.55247,None,1291.55247,None,1292.172145,None,1292.172145,None,1292.172145,None,1292.172145,None,1292.172145,None,1292.172145,None,1292.465644,None,1292.465644,None,1293.925579,None,1293.925579,None,1293.925579,None,1293.925579,None,1293.925579,None,1293.925579,None,1293.925579,None,1293.925579,None,1293.925579,None,92,50,48,43,92,66,1296.451773,None,6,1.1376156,1296.451773,None,1296.451773,None,1296.451773,None,1296.451773,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1297.639103,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,84,84,84,,,,,,,,,,,,,,,None,None,None,None,None,1299.508244,None,1299.508244,None,1299.508244,None,1299.508244,None,r,0.4580093,1299.508244,None,1299.508244,None,1300.010671,None,1300.010671,None,1300.010671,None,1300.010671,None,1300.010671,None,1300.010671,None,1300.304527,1301.705469,1300.304527,1301.705469,1301.738031,None,1301.738031,None,1301.738031,None,1301.738031,None,1301.738031,None,1301.738031,None,1301.738031,None,1301.738031,None,1301.738031,None,84,53,41,44,84,43,1304.253283,None,7,0.9385328,1304.253283,None,1304.253283,None,1304.253283,None,1304.253283,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1305.255596,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,85,85,85,,,,,,,,,,,,,,,None,None,None,None,None,1307.147176,None,1307.147176,None,1307.147176,None,1307.147176,None,r,0.4591221,1307.147176,None,1307.147176,None,1307.648284,None,1307.648284,None,1307.648284,None,1307.648284,None,1307.648284,None,1307.648284,None,1307.942955,1309.7278,1307.942955,1309.7278,1309.764368,None,1309.764368,None,1309.764368,None,1309.764368,None,1309.764368,None,1309.764368,None,1309.764368,None,1309.764368,None,1309.764368,None,95,54,38,47,95,62,None,None,None,None,None,None,None,None,None,None,None,None,90,1312.301247,None,90,1312.301247,None,1312.301247,None,1312.301247,None,1312.301247,None,1312.301247,None,1312.301247,None,1312.301247,None,0.1328125,-0.28125,1,0,0,3.7083329,tijiao,0.00403141,None,1312.301247,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,9.59375,0.9138651,1316.056564,None,1316.056564,None,1316.056564,None,1316.056564,None,None,None,1316.999407,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,86,86,86,,,,,,,,,,,,,,,None,None,None,None,None,1318.654693,None,1318.654693,None,1318.654693,None,1318.654693,None,r,0.7120995,1318.654693,None,1318.654693,None,1319.409084,None,1319.409084,None,1319.409084,None,1319.409084,None,1319.409084,None,1319.409084,None,1319.701237,1320.785417,1319.701237,1320.785417,1320.816793,None,1320.816793,None,1320.816793,None,1320.816793,None,1320.816793,None,1320.816793,None,1320.816793,None,1320.816793,None,1320.816793,None,96,51,49,52,96,66,1323.335035,None,6,2.0705915,1323.335035,None,1323.335035,None,1323.335035,None,1323.335035,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1325.470973,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,87,87,87,,,,,,,,,,,,,,,None,None,None,None,None,1327.159839,None,1327.159839,None,1327.159839,None,1327.159839,None,r,0.3663797,1327.159839,None,1327.159839,None,1327.577863,None,1327.577863,None,1327.577863,None,1327.577863,None,1327.577863,None,1327.577863,None,1327.873625,None,1327.873625,None,1328.755686,None,1328.755686,None,1328.755686,None,1328.755686,None,1328.755686,None,1328.755686,None,1328.755686,None,1328.755686,None,1328.755686,None,100,41,40,43,100,42,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,1331.305717,None,1331.305717,None,1331.305717,None,1331.305717,None,1331.305717,None,1331.305717,None,90,1331.305717,None,1331.305717,None,0.01207448,None,1331.305717,None,9.90625,1.7255852,1335.205477,None,1335.205477,None,1335.205477,None,1335.205477,None,None,None,1336.945818,None,0.053385417,-0.2890625,1,0,0,3.8653263,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,88,88,88,,,,,,,,,,,,,,,None,None,None,None,None,1338.768967,None,1338.768967,None,1338.768967,None,1338.768967,None,r,1.0474739,1338.768967,None,1338.768967,None,1339.855781,None,1339.855781,None,1339.855781,None,1339.855781,None,1339.855781,None,1339.855781,None,1340.148808,None,1340.148808,None,1340.995781,None,1340.995781,None,1340.995781,None,1340.995781,None,1340.995781,None,1340.995781,None,1340.995781,None,1340.995781,None,1340.995781,None,102,56,52,38,102,28,1343.522507,None,7,1.4667015,1343.522507,None,1343.522507,None,1343.522507,None,1343.522507,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1345.065059,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,89,89,89,,,,,,,,,,,,,,,None,None,None,None,None,1346.924488,None,1346.924488,None,1346.924488,None,1346.924488,None,r,0.6219216,1346.924488,None,1346.924488,None,1347.591594,None,1347.591594,None,1347.591594,None,1347.591594,None,1347.591594,None,1347.591594,None,1347.887691,None,1347.887691,None,1349.902885,None,1349.902885,None,1349.902885,None,1349.902885,None,1349.902885,None,1349.902885,None,1349.902885,None,1349.902885,None,1349.902885,None,96,50,46,46,96,38,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,1,1352.455142,None,1352.455142,None,1352.455142,None,1352.455142,None,1352.455142,None,1352.455142,None,30,1352.455142,None,1352.455142,None,0.00985298,None,1352.455142,None,7.080729167,1.8473945,1356.182756,None,1356.182756,None,1356.182756,None,1356.182756,None,None,None,1358.043934,None,0.114583333,-0.294270833,1,0,0,3.6964779,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,90,90,90,,,,,,,,,,,,,,,None,None,None,None,None,1359.766287,None,1359.766287,None,1359.766287,None,1359.766287,None,None,,1359.766287,None,1359.766287,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,102,46,38,49,0,**,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1361.361144,None,1367.368082,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,91,91,91,,,,,,,,,,,,,,,None,None,None,None,None,1369.239447,None,1369.239447,None,1369.239447,None,1369.239447,None,r,0.477015,1369.239447,None,1369.239447,None,1369.758746,None,1369.758746,None,1369.758746,None,1369.758746,None,1369.758746,None,1369.758746,None,1370.053186,1371.253956,1370.053186,1371.253956,1371.28593,None,1371.28593,None,1371.28593,None,1371.28593,None,1371.28593,None,1371.28593,None,1371.28593,None,1371.28593,None,1371.28593,None,109,46,40,51,109,54,None,None,None,None,None,None,None,None,None,None,None,None,90,1373.821395,None,90,1373.821395,None,1373.821395,None,1373.821395,None,1373.821395,None,1373.821395,None,1373.821395,None,1373.821395,None,0.166666667,-0.34375,1,0,0,6.0978538,tijiao,0.00970381,None,1373.821395,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,7.705729167,1.4861919,1379.966619,None,1379.966619,None,1379.966619,None,1379.966619,None,None,None,1381.476856,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,92,92,92,,,,,,,,,,,,,,,None,None,None,None,None,1383.282989,None,1383.282989,None,1383.282989,None,1383.282989,None,r,0.2738367,1383.282989,None,1383.282989,None,1383.602075,None,1383.602075,None,1383.602075,None,1383.602075,None,1383.602075,None,1383.602075,None,1383.895559,None,1383.895559,None,1385.660623,None,1385.660623,None,1385.660623,None,1385.660623,None,1385.660623,None,1385.660623,None,1385.660623,None,1385.660623,None,1385.660623,None,105,56,52,49,105,46,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.6,1,1388.211451,None,1388.211451,None,1388.211451,None,1388.211451,None,1388.211451,None,1388.211451,None,20,1388.211451,None,1388.211451,None,0.01259648,None,1388.211451,None,6.703125,2.1149059,1391.424133,None,1391.424133,None,1391.424133,None,1391.424133,None,None,None,1393.57008,None,0.03515625,-0.276041667,1,0,0,3.1818484,tijiao_random_2,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,93,93,93,,,,,,,,,,,,,,,None,None,None,None,None,1395.391413,None,1395.391413,None,1395.391413,None,1395.391413,None,j,0.3152991,1395.391413,None,1395.391413,None,1395.759852,None,1395.759852,None,1395.759852,None,1395.759852,None,1395.759852,None,1395.759852,None,1396.053976,None,1396.053976,None,1397.818006,None,1397.818006,None,1397.818006,None,1397.818006,None,1397.818006,None,1397.818006,None,1397.818006,None,1397.818006,None,1397.818006,None,103,47,42,49,49,63,1400.342806,None,5,1.6842445,1400.342806,None,1400.342806,None,1400.342806,None,1400.342806,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1402.096485,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
1,-0.3,-0.225,0,94,94,94,,,,,,,,,,,,,,,None,None,None,None,None,1403.71336,None,1403.71336,None,1403.71336,None,1403.71336,None,r,0.583393,1403.71336,None,1403.71336,None,1404.350434,None,1404.350434,None,1404.350434,None,1404.350434,None,1404.350434,None,1404.350434,None,1404.643599,1405.627565,1404.643599,1405.627565,1405.659695,None,1405.659695,None,1405.659695,None,1405.659695,None,1405.659695,None,1405.659695,None,1405.659695,None,1405.659695,None,1405.659695,None,97,48,46,47,97,43,1408.176704,None,6,1.1720552,1408.176704,None,1408.176704,None,1408.176704,None,1408.176704,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1409.418022,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
0,0.3,0.225,0,95,95,95,,,,,,,,,,,,,,,None,None,None,None,None,1411.085025,None,1411.085025,None,1411.085025,None,1411.085025,None,r,0.4423041,1411.085025,None,1411.085025,None,1411.571386,None,1411.571386,None,1411.571386,None,1411.571386,None,1411.571386,None,1411.571386,None,1411.865206,None,1411.865206,None,1413.720621,None,1413.720621,None,1413.720621,None,1413.720621,None,1413.720621,None,1413.720621,None,1413.720621,None,1413.720621,None,1413.720621,None,92,47,46,44,92,41,None,None,None,None,None,None,None,None,None,None,None,None,90,1416.245,None,90,1416.245,None,1416.245,None,1416.245,None,1416.245,None,1416.245,None,1416.245,None,1416.245,None,0.069010417,-0.282552083,1,0,0,6.7377618,tijiao,0.01508511,None,1416.245,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,10.11458333,1.4808278,1423.029284,None,1423.029284,None,1423.029284,None,1423.029284,None,None,None,1424.523675,None,,,,,,,,,260,f,22,2023_Mar_26_1036,RL,2021.2.3,59.95484203
